label,statement,len
false,Every Republican Senate candidate has now announced whether or not they support the Senate taking up the Supreme Court vacancyexcept for Congressman Heck.,154
false,Says Democratic opponent is too Republican to stand up for us.,62
false,"Says that when he was governor of Utah, he worked with the state Legislature to create a flat tax that cut income taxes by 30 percent.",134
true,"The health care plan for members of Congress ""is no better than the janitor who cleans their offices.""",102
false,"On most things except witch trials, Virginia will always have been first.",73
true,"Because of union rules, cooks helpers moved into DMV jobs they were not trained for",83
false,Lady Gaga announced she would cover her face until Trump gets fired from office.,80
true,Dan Webster would force victims of rape and incest to bear their attackers child.,81
true,"The Great Lakes Compact has a loophole. And the loophole is that while you cannot remove the water in a big transport, you can remove it in containers of 5.7 gallons or less.",174
false,Americas tax code hasnt been updated in 30 years.,49
true,"Says U.S. Sen. Ron Johnson wants to put 100,000 troops, including 25,000 Americans, into the area where ISIS is.",112
true,Rick Boucher helped write the cap-and-trade bill,48
false,"In July 2010 the government said small businesses -- 60 percent -- will lose their health care, 45 percent of big business and a large percentage of individual health.",167
true,If our recovery were more typical of the postwar era . . . we would have 14 million more jobs today.,100
true,"The Banking Committee voted a 1,336-page bill ""out of committee in 21 minutes with no amendments, with the understanding that before the bill came to the floor, we would reach this bipartisan agreement.""",203
false,A majority of our students are trapped in underperforming schools.,66
false,Road construction bids are coming in at the lowest in the modern era.,69
false,"Says Scott Walker said Labor unions dont deserve to have a national holiday due to their damage to the economy. And the holiday should be replaced by Patriots Day, celebrated every year on 9/11.",194
false,Alex Sink wants to cut Medicare.,32
true,Says Mitt Romney and Paul Ryan want to turn Medicare into a voucher system.,75
true,"Every family health insurance policy has ""a $900 hidden tax"" to subsidize health care costs of the uninsured.",109
true,Let's not blame President Bush for all of this. We've got a Congress who sat around on their hands and done nothing but spend a lot of money ... leaving us $9-trillion in debt that we're passing on to our grandchildren.,219
false,Says Tammy Baldwin had the opportunity to vote to honor the victims of 9/11 and she voted against it.,101
false,"In her campaign for president, Hillary Clinton has received $100 million in contributions from Wall Street and hedge funds.",123
false,Says Obama flip-flopped on withdrawing troops from Iraq.,56
true,Federal law adopted under Tommy Thompsons watch prohibits the government from negotiating for better prices on prescription drugs for senior citizens,149
false,"Jeff Greene ""is the king of the undercover Credit Default Swap that brought about the destruction of our economy that we have right now.""",137
true,"After filing a lawsuit in Rhode Island, we reached an agreement with state agencies that resulted in more voters being registered in the first full month after our lawsuit than in the entire previous two-year reporting period.",226
false,Foreign Trade Zones allow U.S. land to be inhabited by Chinese communists -- communists straight from China! They are to set up little towns and live here.,155
false,Non-defense discretionary spending has increased by over 80 percent in the last two years.,90
false,Claims credit for food tax reductions that previous Democrat regimes refused to make.,85
true,"Two million new jobs have been created, in California since 2011.",65
true,The states that actually have lots of teachers in teacher unions tend to be the states that have done the best in terms of academic success in this country.,156
true,"Replacing 100,000 old toilets with water-efficient models has saved 2.4 million gallons of water every day.",107
false,[Georgia] Republicans have mismanaged unemployment benefits.,60
true,Gov. Bob McDonnell in 2010 did not even create enough jobs to keep pace with population growth in Virginia.,107
false,We would be just like North Carolina with HB2-like (transgender bathroom) legislation. It actually passed our chamber and I vetoed it.,134
true,"The Interior Department has only 30 days to review an exploration plan submitted by an oil company. That leaves no time for the appropriate environmental review. The result is, they are continually waived.",205
false,Says because of Hurricane Sandy in Atlantic City much of that boardwalk no longer exists -- just the pillars where the boardwalk used to be.,140
false,"Says the fertilizer plant that exploded in West, Texas,had not been inspected by the state of Texas since 2006.",111
